Squad
Manchester City
Real Madrid
FC Barcelona
Bayern Munich
Paris Saint-Germain
Liverpool
Arsenal
Chelsea
Manchester United
Juventus
Inter
Milan
Atlético Madrid
Borussia Dortmund
RB Leipzig
Tottenham Hotspur
Napoli
AS Roma
Sevilla
Ajax
